hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,date_str,arrival_date,total_stay,lead_time_bracket,adr_category,total_nights,estimated_revenue
"Anaheim Marriott Anaheim, CA",0,207,2018,December,53,30,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,0,Transient,95.0,0,0,Check-Out,2019-01-02,57575,2018-December-30,2018-12-30,3,181-360 Hari,Medium Price,3,285.0
"The Ritz-Carlton, Berlin Berlin, Germany",0,0,2018,November,48,20,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0,Transient,55.0,0,0,Check-Out,2018-11-21,57576,2018-November-20,2018-11-20,1,,Low Price,1,55.0
"Berlin Marriott Hotel Berlin, Germany",0,12,2019,July,28,15,1,1,1,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.0,0,2,Check-Out,2019-07-17,57577,2019-July-15,2019-07-15,2,0-30 Hari,Premium Price,2,258.0
"San Diego Sorrento Valley Courtyard San Diego, CA",1,166,2018,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,0,Transient,110.0,0,0,Canceled,2018-07-13,57578,2018-November-1,2018-11-01,3,91-180 Hari,High Price,3,330.0
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,30,2019,April,17,29,2,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.33,0,1,Canceled,2019-03-30,57579,2019-April-29,2019-04-29,3,0-30 Hari,Premium Price,3,378.99
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,29,2019,February,7,13,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,67.15,0,1,Check-Out,2019-02-18,57580,2019-February-13,2019-02-13,5,0-30 Hari,Low Price,5,335.75
"Des Moines West/Clive Courtyard Clive, IA",1,147,2018,June,23,2,0,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118.0,0,Transient,124.0,0,1,Canceled,2018-03-22,57581,2018-June-2,2018-06-02,3,91-180 Hari,High Price,3,372.0
"Greensboro Courtyard Greensboro, NC",0,280,2019,January,3,20,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,129.6,0,2,Check-Out,2019-01-22,57582,2019-January-20,2019-01-20,2,181-360 Hari,Premium Price,2,259.2
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,196,2018,December,53,30,1,2,1,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0.0,0,Transient-Party,100.25,0,0,Check-Out,2019-01-02,57583,2018-December-30,2018-12-30,3,181-360 Hari,High Price,3,300.75
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,23,2018,March,12,19,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,80.0,0,1,Canceled,2018-03-01,57584,2018-March-19,2018-03-19,1,0-30 Hari,Medium Price,1,80.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,0,2017,October,41,4,2,0,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient-Party,56.0,0,0,Check-Out,2017-10-06,57585,2017-October-4,2017-10-04,2,,Low Price,2,112.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,0,2018,May,20,14,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.0,0,1,Check-Out,2018-05-15,57586,2018-May-14,2018-05-14,1,,Premium Price,1,129.0
"Frankfurt Marriott Hotel Frankfurt, Germany",1,233,2017,September,38,18,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,0,Transient-Party,120.0,0,0,Canceled,2017-07-08,57587,2017-September-18,2017-09-18,1,181-360 Hari,High Price,1,120.0
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,155,2019,August,35,31,0,3,1,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.0,0,1,Canceled,2019-04-04,57588,2019-August-31,2019-08-31,3,91-180 Hari,Premium Price,3,405.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,3,2017,October,43,19,1,2,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,132.0,0,0,Check-Out,2017-10-22,57589,2017-October-19,2017-10-19,3,0-30 Hari,Premium Price,3,396.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,94,2017,November,48,23,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,65.45,0,2,Check-Out,2017-11-26,57590,2017-November-23,2017-11-23,3,91-180 Hari,Low Price,3,196.35000000000002
"Orlando Airport Courtyard Orlando, FL",1,331,2019,June,25,24,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,59.4,0,1,Canceled,2018-08-09,57591,2019-June-24,2019-06-24,7,181-360 Hari,Low Price,7,415.8
"Des Moines West/Clive Courtyard Clive, IA",1,33,2019,January,1,2,1,3,2,1.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,105.4,0,1,Canceled,2018-12-15,57592,2019-January-2,2019-01-02,4,31-60 Hari,High Price,4,421.6
"W New York – Union Square New York, NY",1,85,2017,November,45,7,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,60,Transient,111.0,0,0,Canceled,2017-10-13,57593,2017-November-7,2017-11-07,2,61-90 Hari,High Price,2,222.0
"Mt. Laurel Courtyard Mt. Laurel, NJ",1,143,2017,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0,Transient,36.05,0,0,Canceled,2017-07-08,57594,2017-October-10,2017-10-10,7,91-180 Hari,Low Price,7,252.34999999999997
"Renaissance New York Times Square Hotel New York, NY",0,4,2018,May,22,23,1,0,1,0.0,0,SC,POL,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,0,Transient,153.0,0,1,Check-Out,2018-05-24,57595,2018-May-23,2018-05-23,1,0-30 Hari,Premium Price,1,153.0
"Des Moines West/Clive Courtyard Clive, IA",1,156,2019,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,100.0,0,0,Canceled,2018-11-21,57596,2019-April-26,2019-04-26,3,91-180 Hari,High Price,3,300.0
"W New York – Union Square New York, NY",0,55,2018,May,20,13,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,159.3,0,2,Check-Out,2018-05-16,57597,2018-May-13,2018-05-13,3,31-60 Hari,Premium Price,3,477.90000000000003
"Albuquerque Airport Courtyard Albuquerque, NM",0,41,2017,September,36,4,0,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,39.0,38,Transient-Party,83.0,0,0,Check-Out,2017-09-05,57598,2017-September-4,2017-09-04,1,31-60 Hari,Medium Price,1,83.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,41,2018,August,32,2,0,4,1,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,203.59,0,0,Check-Out,2018-08-06,57599,2018-August-2,2018-08-02,4,31-60 Hari,Premium Price,4,814.36
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,226,2018,July,30,22,0,2,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,96,Transient-Party,64.25,0,0,Check-Out,2018-07-24,57600,2018-July-22,2018-07-22,2,181-360 Hari,Low Price,2,128.5
"Crystal Cove, Barbados Barbados",0,104,2019,June,26,29,0,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,108.0,0,0,Check-Out,2019-06-30,57601,2019-June-29,2019-06-29,1,91-180 Hari,High Price,1,108.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,91,2018,April,16,10,2,1,2,0.0,0,BB,HUN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,82.5,0,0,Canceled,2018-01-14,57602,2018-April-10,2018-04-10,3,91-180 Hari,Medium Price,3,247.5
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,359,2017,October,42,11,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,2017-01-30,57603,2017-October-11,2017-10-11,2,181-360 Hari,Low Price,2,120.0
"The Ritz-Carlton, Berlin Berlin, Germany",0,78,2017,September,39,25,3,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134.0,0,Transient,82.0,0,0,Check-Out,2017-10-05,57604,2017-September-25,2017-09-25,10,61-90 Hari,Medium Price,10,820.0
"Indianapolis Airport Courtyard Indianapolis, IN",0,151,2018,August,33,8,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,132.9,0,2,Check-Out,2018-08-11,57605,2018-August-8,2018-08-08,3,91-180 Hari,Premium Price,3,398.70000000000005
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,0,2018,October,42,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,0.0,0,Transient,170.0,0,0,Check-Out,2018-10-14,57606,2018-October-13,2018-10-13,1,,Premium Price,1,170.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,33,2017,September,38,15,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,85.5,0,2,Canceled,2017-08-15,57607,2017-September-15,2017-09-15,2,31-60 Hari,Medium Price,2,171.0
"Berlin Marriott Hotel Berlin, Germany",0,11,2018,May,23,30,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,89.67,1,1,Check-Out,2018-06-02,57608,2018-May-30,2018-05-30,3,0-30 Hari,Medium Price,3,269.01
"Albuquerque Airport Courtyard Albuquerque, NM",1,85,2019,April,16,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,75.0,0,0,Canceled,2019-01-22,57609,2019-April-17,2019-04-17,4,61-90 Hari,Medium Price,4,300.0
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,41,2018,August,36,31,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,0,Transient,123.3,0,2,Check-Out,2018-09-05,57610,2018-August-31,2018-08-31,5,31-60 Hari,High Price,5,616.5
"Sheraton Diana Majestic, Milan Milan, Italy",0,55,2017,July,30,20,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,0,Transient,177.0,0,1,Check-Out,2017-07-25,57611,2017-July-20,2017-07-20,5,31-60 Hari,Premium Price,5,885.0
"Crystal Cove, Barbados Barbados",0,199,2019,April,14,7,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,0,Transient,52.9,1,1,Check-Out,2019-04-09,57612,2019-April-7,2019-04-07,2,181-360 Hari,Low Price,2,105.8
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,3,2018,May,22,26,0,3,2,1.0,0,BB,AGO,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,150.0,1,0,Check-Out,2018-05-29,57613,2018-May-26,2018-05-26,3,0-30 Hari,Premium Price,3,450.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,313,2018,December,49,1,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,91.8,0,1,Check-Out,2018-12-04,57614,2018-December-1,2018-12-01,3,181-360 Hari,Medium Price,3,275.4
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,3,2018,May,20,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,F,F,0,No Deposit,250.0,0,Transient,119.0,1,0,Check-Out,2018-05-15,57615,2018-May-14,2018-05-14,1,0-30 Hari,High Price,1,119.0
"W New York – Times Square New York, NY",0,2,2019,February,8,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,K,2,No Deposit,0.0,0,Transient,97.0,1,1,Check-Out,2019-02-25,57616,2019-February-24,2019-02-24,1,0-30 Hari,High Price,1,97.0
"Chicago O'Hare Courtyard Des Plaines, IL",0,95,2018,April,17,20,0,2,1,0.0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35.0,0,Transient-Party,74.0,0,0,Check-Out,2018-04-22,57617,2018-April-20,2018-04-20,2,91-180 Hari,Medium Price,2,148.0
"Sheraton Diana Majestic, Milan Milan, Italy",0,6,2018,August,33,13,1,1,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,359.0,0,2,Check-Out,2018-08-15,57618,2018-August-13,2018-08-13,2,0-30 Hari,Premium Price,2,718.0
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,11,2018,January,4,20,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,80.3,0,1,Check-Out,2018-01-22,57619,2018-January-20,2018-01-20,2,0-30 Hari,Medium Price,2,160.6
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,3,2019,January,3,16,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146.0,0,Transient,35.0,0,0,Check-Out,2019-01-17,57620,2019-January-16,2019-01-16,1,0-30 Hari,Low Price,1,35.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,129,2018,August,33,10,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,88.01,0,1,Check-Out,2018-08-13,57621,2018-August-10,2018-08-10,3,91-180 Hari,Medium Price,3,264.03000000000003
"Leipzig Marriott Hotel Leipzig, Germany",1,143,2018,June,23,2,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,100.3,0,0,Canceled,2018-01-18,57622,2018-June-2,2018-06-02,5,91-180 Hari,High Price,5,501.5
"W New York – Union Square New York, NY",0,1,2018,July,30,23,0,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,160.0,0,2,Check-Out,2018-07-24,57623,2018-July-23,2018-07-23,1,0-30 Hari,Premium Price,1,160.0
"Tamarind, Barbados Barbados",1,240,2018,October,43,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,110.0,0,0,Canceled,2018-03-15,57624,2018-October-21,2018-10-21,3,181-360 Hari,High Price,3,330.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,300,2019,July,31,30,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient-Party,149.81,1,2,Check-Out,2019-08-06,57625,2019-July-30,2019-07-30,7,181-360 Hari,Premium Price,7,1048.67
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,41,2017,October,43,19,1,2,2,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,103.5,0,2,Check-Out,2017-10-22,57626,2017-October-19,2017-10-19,3,31-60 Hari,High Price,3,310.5
"San Diego Sorrento Valley Courtyard San Diego, CA",0,25,2018,February,7,7,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,0,Transient,64.64,0,0,Check-Out,2018-02-11,57627,2018-February-7,2018-02-07,4,0-30 Hari,Low Price,4,258.56
"San Diego Sorrento Valley Courtyard San Diego, CA",1,78,2018,March,13,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,0,Transient,100.0,0,0,Canceled,2018-01-18,57628,2018-March-25,2018-03-25,3,61-90 Hari,High Price,3,300.0
"Greensboro Courtyard Greensboro, NC",0,0,2018,June,24,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,92.35,0,1,Check-Out,2018-06-09,57629,2018-June-8,2018-06-08,1,,Medium Price,1,92.35
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,103,2018,July,32,31,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0,Transient-Party,221.0,0,1,Check-Out,2018-08-03,57630,2018-July-31,2018-07-31,3,91-180 Hari,Premium Price,3,663.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,31,2019,April,14,3,1,2,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,75.0,0,1,Check-Out,2019-04-06,57631,2019-April-3,2019-04-03,3,31-60 Hari,Medium Price,3,225.0
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,113,2019,May,22,29,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,145.8,0,0,Canceled,2019-02-12,57632,2019-May-29,2019-05-29,5,91-180 Hari,Premium Price,5,729.0
"Crystal Cove, Barbados Barbados",0,4,2018,November,47,13,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Transient,36.12,0,0,Check-Out,2018-11-20,57633,2018-November-13,2018-11-13,7,0-30 Hari,Low Price,7,252.83999999999997
"Baltimore BWI Airport Courtyard Linthicum, MD",1,183,2018,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,0,Transient,72.0,0,0,Canceled,2018-10-26,57634,2018-December-3,2018-12-03,3,181-360 Hari,Medium Price,3,216.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,3,2019,April,15,9,2,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,0.0,0,Transient,100.0,0,0,Canceled,2019-04-06,57635,2019-April-9,2019-04-09,3,0-30 Hari,High Price,3,300.0
"W New York – Union Square New York, NY",0,14,2018,August,34,14,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,166.0,0,1,Check-Out,2018-08-19,57636,2018-August-14,2018-08-14,5,0-30 Hari,Premium Price,5,830.0
"Fort Worth University Drive Courtyard Fort Worth, TX",1,205,2018,September,38,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,120.0,0,0,Canceled,2018-03-15,57638,2018-September-16,2018-09-16,3,181-360 Hari,High Price,3,360.0
"Fort Worth University Drive Courtyard Fort Worth, TX",1,211,2019,May,21,21,2,4,2,2.0,0,BB,DNK,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,0,Transient,197.1,0,1,Canceled,2019-01-14,57639,2019-May-21,2019-05-21,6,181-360 Hari,Premium Price,6,1182.6
"W New York – Union Square New York, NY",1,118,2017,July,31,29,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0,Transient,186.0,0,2,Canceled,2017-07-10,57640,2017-July-29,2017-07-29,5,91-180 Hari,Premium Price,5,930.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,0,2018,November,46,7,1,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,189.0,0,0,Check-Out,2018-11-12,57641,2018-November-7,2018-11-07,5,,Premium Price,5,945.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,37,2019,April,14,2,2,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,D,D,2,No Deposit,37.0,0,Transient-Party,85.0,0,1,Check-Out,2019-04-05,57642,2019-April-2,2019-04-02,3,31-60 Hari,Medium Price,3,255.0
"Treasure Beach, Barbados Barbados",0,49,2019,March,10,9,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,91.8,0,0,Check-Out,2019-03-13,57643,2019-March-9,2019-03-09,4,31-60 Hari,Medium Price,4,367.2
"W New York – Union Square New York, NY",0,122,2019,August,32,7,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0,Transient,111.6,0,1,Check-Out,2019-08-14,57644,2019-August-7,2019-08-07,7,91-180 Hari,High Price,7,781.1999999999999
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,24,2019,May,22,29,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,160.0,0,2,Canceled,2019-05-06,57645,2019-May-29,2019-05-29,4,0-30 Hari,Premium Price,4,640.0
"Renaissance New York Times Square Hotel New York, NY",1,19,2017,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-22,57646,2017-July-25,2017-07-25,4,0-30 Hari,Low Price,4,248.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,67,2018,June,26,19,2,0,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,129.0,0,0,Check-Out,2018-06-21,57647,2018-June-19,2018-06-19,2,61-90 Hari,Premium Price,2,258.0
"Colony Club, Barbados Barbados",0,63,2019,April,16,17,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,90.0,0,1,Check-Out,2019-04-22,57648,2019-April-17,2019-04-17,5,61-90 Hari,Medium Price,5,450.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,181,2019,April,15,15,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,130.5,0,0,Canceled,2019-01-27,57649,2019-April-15,2019-04-15,2,181-360 Hari,Premium Price,2,261.0
"Treasure Beach, Barbados Barbados",0,6,2019,March,12,22,0,1,1,0.0,0,BB,PRT,Direct,TA/TO,1,0,2,A,D,0,No Deposit,0.0,0,Transient,60.0,0,1,Check-Out,2019-03-23,57650,2019-March-22,2019-03-22,1,0-30 Hari,Low Price,1,60.0
"Albuquerque Airport Courtyard Albuquerque, NM",0,0,2018,February,7,10,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0,Transient,55.0,0,0,Check-Out,2018-02-11,57651,2018-February-10,2018-02-10,1,,Low Price,1,55.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",1,153,2017,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,2017-05-19,57652,2017-August-3,2017-08-03,3,91-180 Hari,Low Price,3,180.0
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,31,2018,November,49,27,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,0,Transient,66.71,0,1,Check-Out,2018-12-02,57653,2018-November-27,2018-11-27,5,31-60 Hari,Low Price,5,333.54999999999995
"Chicago O'Hare Courtyard Des Plaines, IL",1,34,2017,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,2017-11-17,57654,2017-December-8,2017-12-08,2,31-60 Hari,Medium Price,2,180.0
"W London – Leicester Square London, United Kingdom",0,220,2018,June,23,4,2,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,73.33,0,1,Check-Out,2018-06-07,57655,2018-June-4,2018-06-04,3,181-360 Hari,Medium Price,3,219.99
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,70,2018,December,50,8,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,156.6,0,2,Check-Out,2018-12-11,57656,2018-December-8,2018-12-08,3,61-90 Hari,Premium Price,3,469.79999999999995
"Leipzig Marriott Hotel Leipzig, Germany",1,172,2019,April,15,14,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,76.67,0,1,Canceled,2019-01-25,57657,2019-April-14,2019-04-14,3,91-180 Hari,Medium Price,3,230.01
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,143,2018,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,211.0,0,0,Canceled,2018-03-24,57659,2018-August-3,2018-08-03,7,91-180 Hari,Premium Price,7,1477.0
"Chicago O'Hare Courtyard Des Plaines, IL",0,63,2017,August,34,20,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,163.5,0,2,Check-Out,2017-08-24,57660,2017-August-20,2017-08-20,4,61-90 Hari,Premium Price,4,654.0
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,18,2019,February,9,28,0,5,2,0.0,0,SC,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,0,Check-Out,2019-03-05,57661,2019-February-28,2019-02-28,5,0-30 Hari,Medium Price,5,374.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,3,2019,July,30,23,2,1,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,8.0,0,Transient,149.67,0,1,Check-Out,2019-07-26,57662,2019-July-23,2019-07-23,3,0-30 Hari,Premium Price,3,449.01
"Treasure Beach, Barbados Barbados",0,296,2018,September,39,21,0,4,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,0,Transient-Party,96.0,0,0,Check-Out,2018-09-25,57663,2018-September-21,2018-09-21,4,181-360 Hari,High Price,4,384.0
